150	60	3
x_(m)	y_(m)	T_(K)
0.00000         	0.00000         	293.00          
0.00020100      	0.00000         	293.00          
0.00040200      	0.00000         	293.00          
0.00060300      	0.00000         	293.00          
0.00080400      	0.00000         	293.00          
0.0010050       	0.00000         	293.00          
0.0012060       	0.00000         	293.00          
0.0014070       	0.00000         	293.00          
0.0016080       	0.00000         	293.00          
0.0018090       	0.00000         	293.00          
0.0020100       	0.00000         	293.00          
0.0022110       	0.00000         	293.00          
0.0024120       	0.00000         	293.00          
0.0026130       	0.00000         	293.00          
0.0028140       	0.00000         	293.00          
0.0030150       	0.00000         	293.00          
0.0032160       	0.00000         	293.00          
0.0034170       	0.00000         	293.00          
0.0036180       	0.00000         	293.00          
0.0038190       	0.00000         	293.00          
0.0040200       	0.00000         	293.00          
0.0042210       	0.00000         	293.00          
0.0044220       	0.00000         	293.00          
0.0046230       	0.00000         	293.00          
0.0048240       	0.00000         	293.00          
0.0050250       	0.00000         	293.00          
0.0052260       	0.00000         	293.00          
0.0054270       	0.00000         	293.00          
0.0056280       	0.00000         	293.00          
0.0058290       	0.00000         	293.00          
0.0060300       	0.00000         	293.00          
0.0062310       	0.00000         	293.00          
0.0064320       	0.00000         	293.00          
0.0066330       	0.00000         	293.00          
0.0068340       	0.00000         	293.00          
0.0070350       	0.00000         	293.00          
0.0072360       	0.00000         	293.00          
0.0074370       	0.00000         	293.00          
0.0076380       	0.00000         	293.00          
0.0078390       	0.00000         	293.00          
0.0080400       	0.00000         	293.00          
0.0082410       	0.00000         	293.00          
0.0084420       	0.00000         	293.00          
0.0086430       	0.00000         	293.00          
0.0088440       	0.00000         	293.00          
0.0090450       	0.00000         	293.00          
0.0092460       	0.00000         	293.00          
0.0094470       	0.00000         	293.00          
0.0096480       	0.00000         	293.00          
0.0098490       	0.00000         	293.00          
0.010050        	0.00000         	293.00          
0.010251        	0.00000         	293.00          
0.010452        	0.00000         	293.00          
0.010653        	0.00000         	293.00          
0.010854        	0.00000         	293.00          
0.011055        	0.00000         	293.00          
0.011256        	0.00000         	293.00          
0.011457        	0.00000         	293.00          
0.011658        	0.00000         	293.00          
0.011859        	0.00000         	293.00          
0.012060        	0.00000         	293.00          
0.012261        	0.00000         	293.00          
0.012462        	0.00000         	293.00          
0.012663        	0.00000         	293.00          
0.012864        	0.00000         	293.00          
0.013065        	0.00000         	293.00          
0.013266        	0.00000         	293.00          
0.013467        	0.00000         	293.00          
0.013668        	0.00000         	293.00          
0.013869        	0.00000         	293.00          
0.014070        	0.00000         	293.00          
0.014271        	0.00000         	293.00          
0.014472        	0.00000         	293.00          
0.014673        	0.00000         	293.00          
0.014874        	0.00000         	293.00          
0.015075        	0.00000         	293.00          
